campaign_id,comment_id,comment_description,sentiment
2211,17972415799498884,اللهم بلغنا رمضان ونحن في احسن حال وتقبل منا يارب واحفظ لنا احبابنا يارررررب❤️❤️❤️,Positive
2203,17925163166225807,شوفينا نستبدل الريكوتا كرمال مقطوعة بلبنان,Positive
2203,17916122147385768,😂من فضلك فاطمة شو حطيتي بالصحن حد الدجاج ؟,Positive
2203,17934995414079371,🥰تسلم الايادي,Positive
2203,18224016718137276,اختفتي من السناب ليه,Negative
2203,17929484885153503,"حياك الله معنا في ورشة عمل بعنوان ""الذكاء العاطفي"" مع الاستاذة/ عبير الناصر..

يوم الخميس 31 مارس من 8-10 pm في كلير هب حي التعاون 

خبرات وشهادات الاستاذة عبير الناصر:
١- مدربة وعي وتطوير ذات معتمدة من الاتحاد الدولي للتدريب ICF
٢- مدربة معتمدة في مقياس كمزي للانماط الشخصية
٣- مدربة معتمدة في مقياس هيرمن
٤- مدربة معتمدة في تحديد المسار الشخصي
٥- مدربة معتمدة في وعضوة بالاكاديمية العالمية للسعادة HSA
٦- ممارس معتمد لمقاييس الذكاء العاطفي
٧- ممارس معتمد لTheta healing

محاور الورشة:
١- ماهو الذكاء العاطفي ولماذا يتفوق على الذكاء العقلي
٢- أهمية الذكاء العاطفي في الحياة العملية والاجتماعية.
٣- مقياس الذكاء العاطفي وطريقة تنميته وتطبيقاته
٤- مهارات التعبير عن المشاعر والتحكم في المواقف العاطفية 
٤- اختبار الاتزان العاطفي

احجز/ي مقعدك الان 👇🏻
https://salla.sa/beyond-limitation

التذكرة تشمل ورشة العمل، اختبار الاتزان العاطفي، تحليل الاختبار، والضيافة🤍",Positive
2203,17898054107560187,دلعي نفسك بمساج استرخائي او علاجي 💚💚💚,Positive
2203,18202749112147870,طبخات رمضانيه سهله وسريعه🍛💛,Positive
2203,17961220906622216,"تأثيث المنزل او المقاهي أونلاين أبسط مما تتخيل. نهتم باختيار الأثاث المناسب لك، و مع أي ميزانية، كبيرة أو صغيرة 
 يمكنك البدء من الصفر اصمم لك باستخدام قطع الأثاث الموجودة لديك صديقك و دليلك في تصميم و تنسيق ماتُحب ، سوف نعتني بإحتياجاتك، و نساعدك على خلق مساحة مخصصة تنمو معك و توفير خدمات بأسعار غير اعتيادية و تتوافق مع كل شخص حسب وضعه المادي .",Positive
2203,18153197602241425,يسلمووووووو يافنووووووو استمري الله يوفقك,Positive
2212,18013042618388104,علينا وعليك 🌙❤️,Positive
2215S,17962595590621546,حبيت الوصفة,Positive
2203,18025075675362874,يسلمو ايديكي نفس طريقة اهل القدس الشريف,Positive
2212,17957045722680176,سفرة عامره 😍,Positive
2212,17945617651781125,سفره دايمه يارب,Positive
2212,17924657222331584,الترتيب والتصوير يجنن,Positive
2212,17948195479850515,جعله عافيه,Positive
2212,17927904737239852,امين يارب,Positive
2212,17869131953690264,اللهم اميين❤️,Positive
2212,17967137449604360,امين يارب,Positive
2212,18201587554152533,الف عافيه تقبل الله 😍,Positive
2212,17943839497906449,آمين يارب,Positive
2212,18155251594216720,هنى وعافيه,Positive
2212,17960102050647496,امين يارب,Positive
2212,18287079961003104,صحه وهنا,Negative
2217,17948093647870026,منور الأنستقرام كلو بطلتك 😍😍,Negative
2217,17921041181201176,❤️❤️❤️❤️❤️,Positive
2217,18191635054166769,❤️❤️❤️بتجننن,Positive
2217,17957560456665455,محلاكو,Positive
2600_4,17849216512745498,مساء الخير,Negative
2212,18155624710219781,عافيه,Positive
2212,17909048474385190,عافيه,Positive
2212,18161640622236116,رايق الفيد وتصوير ماشاءالله ❤️,Positive
2212,17971532287509224,الله,Positive
2212,17977134580519033,جوووك حلو ❤️,Positive
2212,17937046703041362,الفيد رايق,Positive
2212,17923313831479503,😍,Positive
2212,17915351375436982,تهبل اجوائك رايقه,Positive
2212,17902763339533546,السلام عليكم ورحمة الله وبركاته اتقدم لكم بمساعدات مالية للمحتاجين لسداد القروض ولدعم المشاريع الصغيرة والكبيرة ولقضاء الديون وللزواج وبناء البيوت والعلاج دمتم بخير وأتشرف بكم جميعا,Positive
2212,17955701272735459,امين😍,Positive
2212,17936879258077136,اللهم امين,Positive
2212,17905662155461932,آميين,Negative
2212,17951575036711352,اللهم امين ❤️,Positive
2217,18158161147236435,👏👏,Positive
2217,18123702592302077,❤️,Positive
2217,17965915504600098,لا بس شبه واضح مين بايدني؟,Positive
2217,18195518149086822,❤️❤️,Positive
2217,17930330912048548,❤️❤️,Positive
2217,17917482290250742,😍😍😍,Positive
2217,18287885587054935,❤️❤️,Positive
2215C,17948466376867782,ياعيني ماشاء الله,Positive
2215C,17970281842560816,شكله يجنننن يامني,Negative
2215C,17948148856872382,@monacooks الله عالجمال تسلم ايدك,Positive
2215C,18048617527316282,مساء الورد والسعادة 😍,Positive
2215C,17986686220468881,ما شآء الله ما أحلا شكلهم يجنننننننون 😍 .. مره مره أحب الرّز بالحليب ومن يدك شيف مُنى أكيد طعمه أحلا و أحلا تسلم يدينك الجميلة 😍♥♥♥♥♥♥♥,Positive
2215C,18031002403355994,روعه الحلا منظره بشهي,Positive
2215C,17940903529975570,يسلم هاليدين,Positive
2207,18226655674111936,❤️❤️❤️❤️❤️,Positive
2207,18058269259308807,😍😍😍😍,Positive
2214,18209146087176090,السلام عليكم والله العظيم انا مديون ومحتاج مساعده وكنت شغال باليومية ولما جات كرونا والحال ضاق بيه مش عارف اعمل ايه ديون بتكتر والحياه صعبه عمري مطلبت حاجه من حد بس الظروف التي خلت الواحد يعمل كده فاتح بيت وعندي اولاد نفسي أربيهم واعلمهم وانا الان مريض وعليه ديون وقسط وعلاج لأمي واشيآ كتيره والمصاريف كتيره ومعتش فيه دخل والله غلب والحمد الله انا واعائلتي بحاجه الي المساعدت حضرتك ممكن تساعديني الله يسعدك يارب ويبعد عن حضرتك البلاء والوباء يارب العالمين انا عامل باليومية وانا بحاجه الي مساعدت حضرتك وبارك الله لكي في اهلك ومالك يارب العالمين ويحفظك الله من كل شر وسؤ وحسد ومكروه يارب العالمين ممكن تساعديني. عماد,Negative
2214,17937676466055526,👑,Positive
2214,18013801852388094,The start @mahiraabdelaziz 🔥🔥🔥,Positive
2214,18199791190156188,@mahiraabdelaziz love you super mom❤️❤️,Positive
2215S,17919030083243464,حلو,Positive
2333,18033489697711826,😍😍,Positive
2333,18061781500481874,🔥😍,Positive
2202,17961498334597551,كم سعر حراري الوصفة ؟؟,Negative
2202,17941477969981870,Hii mmkn n3rf eza fena nekhida trwe2a la b3den? Asde bl diet t2reban adeh  calories feha pls ❤️,Negative
2202,17914460042321333,يلي ماعندو مايكرويف ،شو البديل؟,Negative
2217,17939129914993007,تطبيقي😂❤️,Positive
2217,18117237052285152,Artsy!⬛️⬜️⬛️⬜️⬛️⬜️⬛️⬜️⬛️⬜️⬛️🔥💃🌹,Negative
2217,17936893430019219,اول مره اشوف منشور الج صار اله ٥ دقائق و التعليقات ٢١ صلاوات و اخير صرت من الي يعلقون بالبدايه ❤️❤️❤️,Negative
2217,17958822169730277,👏👏👏🔥❤️,Positive
2217,17964376063614875,🔥🔥🔥,Positive
2217,17899509938590175,😮😮😮,Positive
2217,17922624230188765,طيب ليش عم تعيط😂😂😂,Negative
2217,17900453453576156,تابعوني حياكم الله بحسابي,Positive
2217,18033396862352166,😂😂😂😂😂😂😂ابو الزووووز,Negative
2217,17938539698015580,افخمم اعلاان 😂😂❤️,Negative
2217,17947621060890384,فيني استخدم التطبيق بل اردن ولا بس امارات,Negative
2217,17860955813690961,❤👏🏻👏🏻👏🏻👏🏻,Positive
2217,17953761283675443,مين هون من الإمارات بيستخدم هذا التطبيق ؟؟؟,Positive
2333,18401580700055484,How to order,Positive
2333,18401674783054828,how to order,Positive
2203,17979620482500522,تسلم ايديكي الطبق فاخر بلمساتك ❤️,Positive
2203,18210809287120571,ماشاء الله 👌🏻مبدعه💝💝,Positive
2203,17895914366596212,ي عيني اش هالجمال تبارك الله تسلم الايادي ❤️,Negative
2203,17931594064996829,تسلم يدك .، فعلاً واضح لذآذتهآ,Positive
2203,17913444923315148,مساء الورد والجمال😍,Positive
2203,17912540984512581,ما شاء الله ابدعتي في الوصفة تبارك الرحمن تسلم ايدج يا رب ❤️,Positive
2203,17913953300308691,تسلم يدينك يا احلى واجمل شيف 😍وكل سنه وأنتِ طيبه,Positive
2203,17929949330130771,ابدعتي ماشاء الله تسلم ايدك ❤️❤️,Positive
2203,17920311902500435,ما شاء الله واضح انه لذيذة تسلم يدينك 😍,Positive
2203,17949366283724712,روووعة تسلم الايادي يا رب و الف عافية,Positive
2203,17924093756270801,امين يارب العالمين ❤️ يمي,Positive
2203,17976218578510908,روعه ماشاء الله يسلم يدينك مبدعه دائماً,Positive
2203,17917427333371972,جميله تسلم ايديكي,Positive
2203,18020944786370675,تسلم ايدك,Positive
2203,17863275086666437,فعلا طبق لزيز😍,Positive
2212,17942802706838068,من وين الصحون,Negative
2212,17944492678917273,بالعافيه,Positive
2212,18034675024342318,اللهم امين يارب,Positive
2212,18035976232340151,امين يارب,Positive
2212,18154135783220689,عافيه,Positive
2215C,17954399029748309,تسلم ايدينك😍,Positive
2215C,18040254130336456,صحه والف هنا,Negative
2215C,17866371920701602,تسلم ايددك والله,Positive
2215C,17948337121885851,تسلم يدك😍,Positive
2207,17945178967811058,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Positive
2207,17994232072449853,😂😂 الواحه تبلك حسابهم,Negative
2207,17906215685528322,❤️❤️❤️❤️❤️❤️,Positive
2207,17873902418673933,يصير اخذ تاهو بدال اليوگن دينالي,Negative
2207,18210955102179268,😍😍😍😍😍😍😍😍😍😍,Positive
2207,17972385418557853,Nuce orange,Positive
2207,17887317725567526,😍😍😍😍😍😍😍😍😍😍,Positive
2207,17856042191734720,😍😍😍😍😍😍😍😍😍,Positive
2207,17924606105151131,زينب ليش هجي ، شنو ذنبي يطلع هالبطل كدامي وانا ميته عطش😢😂😂,Negative
2207,18203422024154610,فدوه الج والله احبج 🙌❤️🙌,Positive
2207,17851329368728226,😍,Positive
2207,17969070490567956,😍,Positive
2207,17978190157516048,😍,Positive
2207,17964887095611516,😍,Positive
2207,17906677544446673,😍😍😍😍😍😍😍,Positive
2207,17936119933958016,🌹,Positive
2207,17936104115099242,😍,Positive
2215S,17887967141563428,حلووو,Positive
2215S,17932052603127187,يمي,Positive
2215S,17926250291323684,حبيت,Positive
2215S,17915009927435730,رووعه,Positive
2215S,17906124836449187,لذيذ,Positive
2215S,18014005378388489,يمي لذاذة,Positive
2215S,17944200967928862,الله بجربها 😍,Positive
2215S,17956660552708956,مبدعه😍🔥,Positive
2215S,18131974279258610,الله بجربها 😍,Positive
2215S,17907714560406141,خطيرة🔥🔥,Positive
2215S,17990245582457866,حبيت,Positive
2215S,18188993722163743,جميييل,Positive
2215C,18225551122141032,👏👏👏👏تسلم ايديكي منوشة,Positive
2215C,18011067754401799,منا ومنكم ان شالله,Negative
2215C,17885419466637095,تسلم يدك يآ حبيبة القلب قررت أسويها اليوم 😍,Positive
2215C,17968684843574059,داائما مبدعه ماشاء الله عليك 😍👌🏻👍🏼,Positive
2215C,17974355149497180,تسلم يدك مبدعه كعادتك❤️,Positive
2215C,17905025495476936,صحة وعوافي شي شهييي😍,Positive
2215C,17916309323421952,تسلم يدك شكله لذيذ 😍👏,Positive
2203,18124508479274448,آمين يارب ❤️ بتشهي الأكلة,Negative
2203,18085364707289985,روعة تقديم مميز تسلم ايدك 😍😍,Positive
2203,18053494243312492,مشتريه زهره امس لازم اسويها😍😍 ماشاءالله تسلم الايادي❤️,Positive
2203,17951330716758524,ماشاءالله تسلم يمينك تجنن الله يبارك عملك ويسعدك ❤️❤️,Positive
2203,17970310651556254,يسلمووووو ايدك,Positive
2203,17902439303480099,يمي يمي طريقتك كتير حلوة وبتشهي تسلم ايدك 😍,Positive
2203,17906022275418568,يسلم دياتك الحلوين حبيبتي,Positive
2203,17967276568559935,بعد اذا اصحاب الحساب ربي يسعدكم حسابي يعلمكم كيف تهتمي ببشرتك وكيف تسوي ماسكات وكريمات للبشره  الستوري يوميًا وصفات في حسابي انستجرام ونوفر احدث الاجهزه للعنايه بالبشره والشعر,Negative
2203,17917311614363426,تسلم يدك بجد طبق تحفه 😍,Positive
2215C,17937492065015551,صحة وعافية,Negative
2215C,18021318175374722,صحه وهنا,Negative
2215C,17962387204628064,روعه تسلم ايدك,Positive
2212,17939466272004714,يارب يارب❤️❤️❤️,Negative
2212,17852782502724172,عافيه,Positive
2212,17867653958692679,اللهم امين😍,Positive
2212,17944144498823958,امين يارب ❤️,Positive
2212,17915601038414840,عافية على قلوبكم,Positive
2212,17957104993729352,امين يارب,Positive
2212,17945298493790944,صحتين وهناااا,Negative
2212,17926277840203672,صومًا مقبولًا وإفطارًا شهي❤️,Negative
2210,17986928950473998,الله يعافيكم ابي اسم المتحر اعلنت لهم بشاير الاساور والسلسال ب الاسم ؟,Negative
2217,17927442782276617,حسابي لروايات من تأليفي ممكن تلقي نظرة؟ 📚,Positive
2215S,17861003351687108,واو,Negative
2215S,17847038288747733,حلو,Positive
2215S,17889027959555153,حلو,Positive
2215S,18131654797268804,واو,Negative
2215S,17914495424438999,حلو,Positive
2215S,17905993040450787,😍😍😍,Positive
2215S,17927175290099593,😍,Positive
2215S,17955482734692113,😍😍😍😍,Positive
2215C,17871991424680115,ابداع تسلم الايادي,Positive
2215C,17948008075751745,تسلم إيدك 😍😍,Positive
2215C,17944192621831170,بجربها 😍😢,Negative
2215C,17964643807609275,تسلم ايديكي منوشه 😍,Positive
2215C,17890636559537676,ابدعتي يعطيك العافيه 😍,Positive
2215C,17972926057535673,الله ع لذاذة الارز بالحليب ❤️,Positive
2215C,17891501240618333,Wow amazing desserts 😍😍🔥❤️,Positive
2217,18206766169148901,😍😍😍❤️,Positive
2217,17914143416441995,ليش معصب 😂,Negative
2217,17908810232399584,😂😂😂😂😂,Positive
2217,17977718944482111,😍😍😍😍😍😍,Positive
2217,17928185186079171,😂😂😂,Positive
2217,18033142705349579,👏❤️❤️,Positive
2217,18204323068146696,❤️❤️❤️❤️❤️,Positive
2217,17922633491484746,😂😂😂,Positive
2217,17892047639532303,رشا انا احبك انا انا هلا هلا والله انا ☝️ والله احبك 💕 والله لا انا ☝️ والله هلا والله,Positive
2217,18293088220031426,👏👏,Positive
2217,17940531766995906,🔥🔥,Positive
2217,17910828608521735,😂😂😂,Positive
2217,17852246753747687,جبركم😭♥️😹,Negative
2217,17939891878987580,❤️❤️❤️,Positive
2215S,17939540468006927,للأسف معظم صوصات بوك مش موجوده,Negative
2215S,17885891675635272,كيف الوالده اليوم .. طمنينا على صحتها,Positive
2215S,17926991921217419,طمنينا على الوالدة عساها احسن,Positive
2215S,18161956192233983,مبدعه بكل اطباقك😍,Positive
2203,18034006726353610,ماكتبتي برتقال🫣,Negative
2600_4,17890025605442427,يسعدلي هالصباح 🌹🌹,Positive
2600_4,18010609477805162,سمااااا اجمل ام,Positive
2600_4,18012505726922764,Can’t wait @sama_jaad ❤️,Negative
2600_4,18015110395896699,👏👏👏👏 can’t wait,Positive
2600_4,18017202790831958,سما ام  وسيدة مجتهدة وطموحها حلو ويعجب لا فرط ولا افراط,Positive
2600_4,18017568511697731,❤️❤️,Positive
2600_4,18018870565677973,أحلى أم ❤️,Positive
2600_4,18025211491672953,Can’t waiiiiiitttt❤️❤️❤️,Positive
2600_4,18040638154547684,I love your mom 💞,Positive
2600_4,18040837654530291,Cant wait 😍🔥 @sama_jaad,Positive
2600_4,18044879491512839,We need @nawalelzoghbi plzzzzz,Positive
2600_4,18045321904513620,الله الله متحمسين,Negative
2600_4,18054426541479037,هالة لو عمة😮😑,Positive
2600_4,18066314200437496,هالة كاظم أم إسطورية كل الحُب لك🤍🤍🤍🤍🤍 @halakazim,Positive
2600_4,18082677556382293,انا مستغربة mahitab حسابها شخصي .كنت فاكرة انو رائدات الاعمال مشاهير وكذا🔥🔥,Negative
2600_4,18100386010347356,@sama_jaad 🫶🫶🫶,Positive
2600_4,18199707310283902,I can’t waiiiiiiiiitttttttttttt,Positive
2333,18027114883774880,COD available,Negative
2333,18039602161549466,how can order,Positive
2333,18043802203572206,Want to order,Positive
2211,17965358653595404,يااااارب افوز❤️❤️❤️❤️❤️❤️❤️,Positive
2211,17986902109438553,يارب تكون من نصيب يارب❤️❤️❤️❤️,Positive
2211,17934686756073304,ياااارب يارررب😭❤️❤️❤️❤️💔,Negative
2211,18170195137175772,لاحول ولاقوة الا بالله ❤️❤️❤️,Negative
2211,18187565503161103,سبحان الله ❤️❤️❤️❤️❤️,Positive
2211,17946202804853730,ياااارب افوززززز😭❤️❤️❤️❤️,Positive
2211,18208828024126497,يارب,Positive
2211,17987290519461212,يارب💛💛💛💛💛💛😦💛💛😦😦😦😦😦😦,Positive
2211,18284129317004489,😍😍😍😍😍😍😍😍😍❤️😍❤️😍😍❤️😍❤️😍❤️😍❤️😍😍❤️😍❤️😍😍😍😍😍😍😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️,Positive
2211,17995776403431890,يارب افوز معك,Positive
2211,17951476075759724,الله يحفظهم لك ماشاءالله 😍😍,Positive
2211,17942946118819883,انا احب بووك احسها خفيفه على المعده,Negative
2211,17991898648451034,يااارب تختاريني,Positive
2211,17946638929746131,الله يحفظهم,Positive
2211,18199521226194781,يااااااارب افووووز معك,Positive
2211,17960782750625608,لا حول ولا قوة الا بالله ❤️❤️❤️❤️❤️❤️❤️❤️,Negative
2211,18030635788348540,يحفطهم لك,Positive
2211,18232081735097119,ماشاءالله حلوووو يتعاون ويشتغل الطفل مع أمه,Positive
2211,17931883199121929,😍😍😍😍😍,Positive
2211,17933987936081712,ماشاءالله 💜💜💜,Positive
2215S,17937284395917960,ماشاءالله تسلم ايدك 😍تجننن 🔥,Positive
2214,17924099813159746,ماشالله عليكي حبيبتي💕💕💕💕,Positive
2215S,18028137130361720,بجربها ان شاء الله,Positive
2201,17847266678730981,بحبك جداااا ❤️❤️❤️❤️ ممكن تقوليلي نوع الحلل اللي في الفيديو كويس في الطبخ,Positive
2600_2,17979578342590412,all the stakeholders in the food processing sector.,Negative
2600_2,18003496793311590,🥳❤️,Positive
2600_2,18010227484976245,@volkova_annette 🔥,Positive
2600_2,18011877391819135,Поздравляю😻 растите здоровенькими😘,Positive
2600_2,18024222400683997,"Поздравляю 😍счастья вам семейного,любви❤️",Positive
2600_2,18024869500677839,@vladislavovna___n спасибо❤️,Positive
2600_2,18200666206272483,@chernyshovaa_an спасибо 🤍,Positive
2600_2,18246152908170031,🥳🥳🫶🏻❤️,Positive
2600_2,18303682198137967,@veronikaa___1 😘,Positive
2600_2,17969911409627858,❤️❤️❤️❤️,Positive
2600_2,18036360916580637,😍😍😍😍,Positive
2600_2,18071180053391051,❤️❤️❤️❤️,Positive
2600_2,18229681327218389,Soo yummt,Positive
2600_2,18266859664094105,🔥🔥🔥🔥,Positive
2214,17977638952514192,Much love🔥🔥❤️❤️,Positive
2214,17933877257115586,Queennn❤️❤️❤️❤️,Positive
2214,17998567543428219,God bless youuu🔥🔥🔥,Positive
2214,17853543380715308,الملكة مهيرة❤️❤️❤️,Positive
2214,17859992489721168,Amazing mom 🔥🔥🔥,Positive
2214,17932259432132750,ما شاءالله😍😍😍,Positive
2214,17909925569371254,The one and onlyyy🔥🔥,Positive
2214,17948620546867304,Wow wow 🔥🔥🔥,Positive
2214,17934590368984583,ربي يحميلك ياها🤩🤩,Positive
2214,17917888544382228,تغييير خلفيات🐻جوالك شوف حسابي,Positive
2214,18216338431135156,ما الجديد هنا!,Positive
2211,17921942075153270,😍😍,Positive
2210,17963645458570522,Adv,Negative
2210,18133013194256219,تسلم يدك 👏,Positive
2203,17925999095259199,احلى لوح شفته والله 😂💛 تسلم يدك يارب,Positive
2203,18089165761289610,تسلم ايدك ابدعتي 😍,Positive
2203,17951220436728020,ماشاء الله تسلم ايدك 😍🔥,Positive
2203,18123549013275188,❤️❤️❤️,Positive
2203,17947384936759984,😍,Positive
2203,17920467545234061,الف عافية وبالتوفيق للمشاركين,Positive
2203,17969118232569102,So beautiful,Positive
2215S,17900414948575375,يجنن,Negative
2215S,17936189411079241,حبيت الوصفه,Positive
2215S,17907912266410324,ماشاءالله,Positive
2215S,17866386062701750,جميييل,Positive
2215S,17952149008801481,روووعة,Positive
2215S,17913911747514208,نايس,Positive
2215S,17977871065515311,وين موقع المحل,Negative
2215S,17869624163690093,موفقين,Positive
2215S,17903197142542921,كشخهههه,Negative
2215S,17920699097199188,جمييييل,Positive
2215S,17935182493973314,ابدعتي,Positive
2215S,17978262310518038,كشخهههه,Negative
2203,18291908395016378,يمممم يممممممي 😍,Positive
2203,17917784936215069,طقم صلاة راقيه 130 ريال,Positive
2203,17859159485707447,يمي 🤤,Positive
2211,17964665965594032,You always have the yummiest recipes indeed❤️,Positive
2211,17948071138840285,So yummy 😍,Negative
2211,17913193775312383,So delicious,Negative
2211,17907235001521639,يميييي😍,Positive
2211,17960523385627044,Yummy Yummy,Positive
2211,18221041348136312,Looks yummy😍,Positive
2207,18200429998197764,Lucky you to be a part of this😍😍😍,Positive
2207,18139869445246966,الذ عصائر😍😍😍 بالعافيه حبيبتي.. وبالتوفيق للكل,Positive
2207,17966897563589553,الذ عصائر😍😍😍 بالعافيه حبيبتي.. وبالتوفيق للكل,Positive
2207,18120186967281078,Gamilaa 5alssss w amrrr @emmyagrama ❤️❤️❤️❤️,Positive
2215S,18161131360229697,الله  بجربها😍,Positive
2212,17956673737723070,💓💓💓💓💓💓💓💓💓💓,Positive
2212,17888592710620428,💓💓💓💓💓💓💓💓💓💓,Positive
2212,17945717353891696,العباي من فين ي نجود😭,Negative
2212,17921294228175615,☁☁☁☁☁,Positive
2212,17970732523530386,جمالش,Positive
2212,17935759166010293,⛅⛅⛅⛅,Positive
2212,18170612122201753,🥺🤍🤍🤍,Positive
2212,17996080270432687,💓💓💓,Positive
2212,18229894612106428,❤️❤️❤️,Positive
2212,17941882840909113,اميزز,Positive
2212,17882361731635531,😍😍😍😍😍,Positive
2212,17949966010697735,❤️🔥❤️,Positive
2212,17924814416106727,😍😍,Positive
2212,17960359051626534,😍,Positive
2212,17864747969657932,😍😍😍,Positive
2212,17859371120706686,💗💗,Positive
2201,17959291339567563,تسلم ايدك حبيبتي 😍,Positive
2201,17926989809302219,بتبهرينى دائما بأدوات المطبخ بتاعتك . ممكن اعرف طقم التوابل الدهبى منين؟,Positive
2201,17967116251513785,تسلم ايدك رائعة فنانة في المطبخ بجد 😍😍😍👏👏👏,Positive
2201,17915839412503278,Ohh shakla taybe ktir😍,Negative
2201,17876293700650119,👏👏👏😍,Positive
2201,17949254893757274,تسلم إيدك بشهو ❤️❤️,Positive
2201,18011086024378390,حسبته كُور سينابون و نارجين😭😭.,Negative
2201,17906879105340992,اول شي اعتذر من صاحب الحساب واعتذر من الكل لان بعلن لحسابي ، اذا عجبك عطني فولو واذا م عجبك الله يوفقك ويسعدك ♥️.,Negative
2201,17896079750565848,تصلح في رمضان,Negative
2201,18294883471000750,تسلم يدك 👏😍,Positive
2201,17948901226757665,😂😂يضحك,Negative
2201,17928190373123828,واضح انوا مش اعلان ابدا للورباك الطرية 😂😂,Positive
2201,18020783323367961,مبدع,Positive
2201,17905522790384352,شكله مشهي😍,Negative
2201,17986422370459475,ماشاءالله 😍😍😍,Positive
2201,17944961260864413,روعه👏👏👏👏,Positive
2201,17955612835676543,ماشاءالله تسلم الايادي,Positive
2201,17933529211907384,So look delicious,Positive
2333,17944789220755927,Pp,Negative
2215C,17947527586874765,يسلم هالايدين يا قمر .. بشهي,Positive
2214,17875418195665026,Great one @mahiraabdelaziz love it👏,Positive
2217,17890252040546364,تمارا رِبا + لا يجوز نشر الموسيقى والنساء,Positive
2217,17942653492854462,ان كان الكلام من فضه فالسكوت من ذهب 😢❤️,Positive
2202,18007278880402786,🙌👏🙌👏🙌👏,Positive
2215C,17848079651756953,اجمل والذ طريقه مشاءلله تسلم الايادي 😍😍,Positive
2215S,17942269156847571,اووووعدك بس ب 30 يوم رح خلي بطنك يلزق بظهرك ومن غير ولا حبوب كيميائية  اللي يبي الطريقة دايركت 😉🍓,Negative
2203,17908966505400100,🔥😍,Positive
2203,17931514451163504,😍😍😍,Positive
2203,18001979746424933,🔥🔥🔥,Positive
2203,17989194040466404,ارسل طولگ او وزنگ وانا بحگيلگ گيف تنحف وبفترة قصيرة بمنتج آمن ومضمون راسلني 💃💃❌❌❤❤‼‼,Positive
2203,17917526771467921,فتح نفسي يا منمن مع اني مش بحب الزهره بس حسيتها غير كل الوصفات 😍😍,Positive
2203,17921650490336226,🔥❤️,Positive
2203,17935321112070950,تسلم ايدك يا فنانه وصفة ولا اروع 👏🏻👏🏻✨🤍,Positive
2203,17939791018859586,Yummmmmm🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️,Negative
2203,18029284759354796,Yummy 😍😍😍,Negative
2203,17932766411082374,تسلم ايدك,Positive
2203,17935567010021222,فنااانه صراحه 😍👏👏👏,Positive
2217,18196189981091599,😍😍😍😍,Positive
2215S,18054534982311113,احسنتي يا فاطمه نحن ما في عندنا صلصة ابوك الجاهزه فياليت اتعملين الصلصه العاديه حتي انطبق فكرتك,Positive
2215S,17937692837073912,برافوووو👏🏻👏🏻👏🏻,Positive
2215S,17911086665355603,نبره صوتك ف حد ذاتها سعاده وانتعاش,Positive
2215S,17978469031508306,ماشاءالله  روعه هيك البشاميل  ولا بلاش مش نادية كول صوص البشاميل خفيفة ماي,Positive
2215S,17945729716916768,صحتين وهنا شي بشهي😍😍,Negative
2215S,18013562725391706,"بياض واضح وتضيق المسام وحل لمشاكل البشرة وتوحيد اللون خلال 20 يوم راسليني
💯😍🥰👏",Positive
2215S,17988125491467448,🔥🔥🔥🔥🔥,Positive
2215S,17844481532766894,مشاء. الله. تبارك. الله🙌,Positive
2215S,17974201489536177,المكرونة چم حطيتي 250 جرام ولا 500 جرام ؟؟,Negative
2215S,17896220933604794,الي تبغى كريم تفتيح وتصفيه للوجة واليدين والركب والاكواع ويفتح الكلف والنمش وتبين نتايجة في  اسبوعين وتثبت حتى لو سبتي الكريم تراسلني خاص,Negative
2215S,17908962083392761,تسلم ايدج,Positive
2215S,17967303544548882,وين منلاقي منها بلبنان ؟,Positive
2215S,17931501680042492,مبدعة فطوم,Positive
2215S,17915353133514480,يااااامي😋😋,Negative
2203,17930685455152861,Yummy 😍,Negative
2217,17845793585752234,🔥🔥,Positive
2217,17988444616463733,احلى اعلان,Positive
2217,18132443314259002,👏,Positive
2217,17989825405457058,🙌,Positive
2217,17850993809731412,👏👏😍😍,Positive
2217,17914378499407878,❤️❤️,Positive
2217,17942156398934893,👏,Positive
2217,17971168132555140,هل ممكن استخدام التطبيق وانا في كندا,Negative
2217,18221995885142235,بصراحة ما عدت مهتمة بالمحتوى اللي تقدمينه... اعتذر عن ذلك.. و انسحب من متابعتك... الله يوفقك,Positive
2217,17939850685991308,كتير بحب هالتطبيق وعطول بستخدمه جدا مريح 👏,Positive
2217,17975968222521917,👏👏👏,Positive
2217,17975081305493239,👏🔥❤️,Positive
2217,17931230321157810,❤️❤️❤️❤️,Positive
2217,17920125353470046,بس روح ع الامارت  بفكر  كيف ادفع الفاتورة 😂❤,Positive
2215S,17928079805223093,يعطيج ألف عافية يا رب، شكله جدًا مُشهي، بالعافية عليكم 😍♥️,Positive
2215S,17957771326670891,اصلا انا أحط لك لايك بدون ما اشوف الوصفة كاملة لاني على يقين انها لذيذة ماشاء الله بعد اما افضى اجي اتفرج عالوصفة وأطبق بعض الوصفات ❤️,Positive
2215S,18231122659109051,ياربي تكون امك بخير كل شوي اشوف سناب طمنيننا عنها,Positive
